ID,full_name,first_apperance,description,image
1009439,Meltdown,7452,When Tabitha Smith's mutant nature manifested at age 13 she ran away from her abusive home before eventually hooking up with the New Mutants and subsequently X-Force.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011241,Menace,17581,null,http://i.annihil.us/u/prod/marvel/i/mg/5/20/4c002f01b93c0/portrait_incredible.jpg
1011099,Mentallo,38316,null,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c0030b9256c6/portrait_incredible.jpg
1011184,Mentor,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009440,Mephisto,12411,null,http://i.annihil.us/u/prod/marvel/i/mg/6/40/526034d178ddc/portrait_incredible.jpg
1009441,Mephistopheles,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010681,Mercury,5213,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009442,Mesmero,6602,null,http://i.annihil.us/u/prod/marvel/i/mg/5/70/4c003d3b033e8/portrait_incredible.jpg
1009443,Metal Master,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010361,Meteorite,37489,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011340,MI: 13,null,null,http://i.annihil.us/u/prod/marvel/i/mg/c/c0/4ce5a69fe70f2/portrait_incredible.jpg
1009444,Micro/Macro,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010690,Microbe,2072,null,http://i.annihil.us/u/prod/marvel/i/mg/6/10/4c0038dd065c8/portrait_incredible.jpg
1011134,Microchip,22181,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010871,Micromax,17530,null,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0035aac6564/portrait_incredible.jpg
1010891,Midnight (Earth-811),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010924,Miek,3955,null,http://i.annihil.us/u/prod/marvel/i/mg/3/30/52740f71b50f5/portrait_incredible.jpg
1009530,Mikhail Rasputin,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011192,Millenium Guard,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010894,Millie the Model,19167,null,http://i.annihil.us/u/prod/marvel/i/mg/9/00/4c003597aefd0/portrait_incredible.jpg
1009445,Mimic,8588,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011204,Mindworm,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c002f18eabe7/portrait_incredible.jpg
1013727,Miracleman,null,"Michael Moran has a superhuman alter ego. By saying the trigger word ""Kimota!"" Michael turns into Miracleman! But is the good of being Miracleman enough to outweigh the cost?",http://i.annihil.us/u/prod/marvel/i/mg/5/90/545a820a2dc50/portrait_incredible.jpg
1011424,Miss America,12565,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009446,Mister Fear,20635,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009447,Mister Sinister,43504,null,http://i.annihil.us/u/prod/marvel/i/mg/5/80/526034ac3c53a/portrait_incredible.jpg
1017318,Mister Sinister (Deadpool),null,null,http://i.annihil.us/u/prod/marvel/i/mg/e/10/5239c24883863/portrait_incredible.jpg
1010948,Mister Sinister (House of M),null,null,http://i.annihil.us/u/prod/marvel/i/mg/f/00/4c00340427a12/portrait_incredible.jpg
1011254,Mister Sinister (Ultimate),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010682,Misty Knight,3203,null,http://i.annihil.us/u/prod/marvel/i/mg/d/90/511151789a863/portrait_incredible.jpg
1011220,Mockingbird,32217,null,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/51e829af23af9/portrait_incredible.jpg
1009410,Moira MacTaggert,20731,null,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c003d5e64f22/portrait_incredible.jpg
1010941,Moira MacTaggert (Ultimate),null,null,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/4c7c640312deb/portrait_incredible.jpg
1009448,Mojo,29317,null,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c003d3444dce/portrait_incredible.jpg
1009449,Mole Man,6975,null,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c003d3176a50/portrait_incredible.jpg
1011019,Molecule Man,null,null,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/528d33c2a72b2/portrait_incredible.jpg
1010691,Molly Hayes,6188,null,http://i.annihil.us/u/prod/marvel/i/mg/3/60/4c0037783e8b3/portrait_incredible.jpg
1009541,Molly Von Richtofen,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011370,Molten Man,22865,null,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/4c002e34d7cdc/portrait_incredible.jpg
1010876,Mongoose,11719,null,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c00359f53bde/portrait_incredible.jpg
1009450,Mongu (Unrevealed),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010331,Monster Badoon,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009452,Moon Knight,6617,null,http://i.annihil.us/u/prod/marvel/i/mg/3/30/52028af90e516/portrait_incredible.jpg
1010949,Moon Knight (House of M),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1014998,Moon Knight (Ultimate),2185,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009451,Moondragon,4836,null,http://i.annihil.us/u/prod/marvel/i/mg/b/a0/4c003d2ebd6c5/portrait_incredible.jpg
1010362,Moonstone,37071,null,http://i.annihil.us/u/prod/marvel/i/mg/4/00/535ff3e867252/portrait_incredible.jpg
1009454,Morbius,6485,null,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/535fee11e0e1a/portrait_incredible.jpg
1010902,Mordo,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009455,Morg,15102,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009623,Morgan Stark,37769,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011008,Morlocks,17954,null,http://i.annihil.us/u/prod/marvel/i/mg/f/90/537f6cfa0e8bd/portrait_incredible.jpg
1011088,Morlun,3020,null,http://i.annihil.us/u/prod/marvel/i/mg/3/00/527411be42b48/portrait_incredible.jpg
1009456,Morph,16315,null,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4ce5a06d6a8ad/portrait_incredible.jpg
1009457,Mother Askani,7437,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009458,Mr. Bumpo,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009459,Mr. Fantastic,892,null,http://i.annihil.us/u/prod/marvel/i/mg/d/c0/51127e9337538/portrait_incredible.jpg
1010950,Mr. Fantastic (Ultimate),23217,null,http://i.annihil.us/u/prod/marvel/i/mg/3/d0/53176fc75a448/portrait_incredible.jpg
1010900,Mr. Fish,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009460,Mr. Fixit,14427,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010347,Mr. Hyde,6630,null,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4c7c64437b5a1/portrait_incredible.jpg
1010840,Mr. Immortal,8463,null,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4c0035d2872f0/portrait_incredible.jpg
1014984,Mr. Meugniot,null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4cd05e49a431f/portrait_incredible.jpg
1011244,Mr. Negative,22263,null,http://i.annihil.us/u/prod/marvel/i/mg/8/70/4c002efc322e3/portrait_incredible.jpg
1009461,Mr. Payback,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009462,Mr. X,7652,null,http://i.annihil.us/u/prod/marvel/i/mg/3/30/4ce5a07872800/portrait_incredible.jpg
1017577,Ms. Marvel (Kamala Khan),49089,A Muslim-American teenager growing up in Jersey City Kamala Khan gained shape-shifting powers when Inhumanity spread over the Earth. A fan of super heroes in particular Carol Danvers Kamala took up Captain Marvel's former identity becoming the new Ms. Marvel. This up and coming hero works to protect her community and understand her place in the world.,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/548730dac2a40/portrait_incredible.jpg
1011372,MS2,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011210,Mulholland Black,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011056,Multiple Man,37881,null,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c00310e9dc27/portrait_incredible.jpg
1010826,MVP,20877,null,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce5a36f31b94/portrait_incredible.jpg
1009464,Mysterio,6529,null,http://i.annihil.us/u/prod/marvel/i/mg/6/70/4ce5a083d8346/portrait_incredible.jpg
1010951,Mysterio (Daniel Berkhart),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010952,Mysterio (Francis Klum),5083,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009465,Mystique,7467,null,http://i.annihil.us/u/prod/marvel/i/mg/5/03/5390dc2225782/portrait_incredible.jpg
1010953,Mystique (Age of Apocalypse),null,null,http://i.annihil.us/u/prod/marvel/i/mg/4/03/528d33b473550/portrait_incredible.jpg
1010954,Mystique (House of M),2521,null,http://i.annihil.us/u/prod/marvel/i/mg/b/70/4c0033fbbdb54/portrait_incredible.jpg
1011129,Mystique (Ultimate),17378,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009466,Namor,24348,null,http://i.annihil.us/u/prod/marvel/i/mg/e/90/50febf4ae101d/portrait_incredible.jpg
1009468,Namora,6318,null,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c003d248f331/portrait_incredible.jpg
1009469,Namorita,17537,null,http://i.annihil.us/u/prod/marvel/i/mg/4/03/528d33a253447/portrait_incredible.jpg
1014978,Naoko,null,null,http://i.annihil.us/u/prod/marvel/i/mg/e/40/4cd054abbdc21/portrait_incredible.jpg
1009547,Natasha Romanoff,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010365,Nebula,13158,null,http://i.annihil.us/u/prod/marvel/i/mg/e/30/528d339973337/portrait_incredible.jpg
1011302,Nehzno,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011422,Nekra,null,null,http://i.annihil.us/u/prod/marvel/i/mg/4/c0/4c002e11323ba/portrait_incredible.jpg
1011086,Nemesis,1647,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010831,Network,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010815,New Goblin,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011336,New Mutants,23645,null,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/53ea47c1d41a6/portrait_incredible.jpg
1010683,New Warriors,6798,null,http://i.annihil.us/u/prod/marvel/i/mg/0/03/527411a7204f7/portrait_incredible.jpg
1011271,New X-Men,null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/90/535ff4561d2d5/portrait_incredible.jpg
1011269,Newton Destine,20731,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011303,Next Avengers,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010685,Nextwave,null,null,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c0038e2924ca/portrait_incredible.jpg
1009471,Nick Fury,22433,null,http://i.annihil.us/u/prod/marvel/i/mg/3/c0/5261a745e658d/portrait_incredible.jpg
1017298,Nick Fury (LEGO Marvel Super Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011007,Nick Fury (Ultimate),48412,null,http://i.annihil.us/u/prod/marvel/i/mg/5/70/4c0032832d0de/portrait_incredible.jpg
1010746,Nico Minoru,1678,null,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4c00377e2a541/portrait_incredible.jpg
1010706,Nicolaos,5745,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011282,Night Nurse (Earth-9997),null,null,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4ce5a5ecbf8b9/portrait_incredible.jpg
1010684,Night Thrasher,17494,null,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/52695ac9de43e/portrait_incredible.jpg
1009472,Nightcrawler,12637,null,http://i.annihil.us/u/prod/marvel/i/mg/1/40/526034979bc98/portrait_incredible.jpg
1011337,Nightcrawler (Ultimate),15765,null,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/4c002e438799c/portrait_incredible.jpg
1010349,Nighthawk,7338,null,http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c00391ba3a93/portrait_incredible.jpg
1009473,Nightmare,27547,null,http://i.annihil.us/u/prod/marvel/i/mg/2/40/4c003d1b26622/portrait_incredible.jpg
1011124,Nightshade,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011409,Nine-Fold Daughters of Xao,16534,null,http://i.annihil.us/u/prod/marvel/i/mg/5/70/4c002e21e16a8/portrait_incredible.jpg
1010797,Nitro,13508,null,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00372e0847c/portrait_incredible.jpg
1009474,Nocturne,16315,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009475,Nomad,16246,null,http://i.annihil.us/u/prod/marvel/i/mg/3/50/4c003d1875f38/portrait_incredible.jpg
1011427,Nomad (Rikki Barnes),33346,null,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce5a79501bd6/portrait_incredible.jpg
1010955,Nomad (Steve Rogers),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009325,Norman Osborn,23825,null,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/51e829cd06982/portrait_incredible.jpg
1010063,Norrin Radd,null,null,http://i.annihil.us/u/prod/marvel/i/mg/d/50/4c00393385563/portrait_incredible.jpg
1009476,Northstar,17701,null,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c003d15985a0/portrait_incredible.jpg
1009477,Nova,12766,null,http://i.annihil.us/u/prod/marvel/i/mg/1/00/51756578d2a75/portrait_incredible.jpg
1010956,Nova (Frankie Raye),null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/f0/53176fd93dbc9/portrait_incredible.jpg
1017078,Nova (Sam Alexander),null,Sam Alexander inherited the role of Nova from his father who went missing mysteriously. The new Human Rocket struggles to become a hero while searching for his dad.,http://i.annihil.us/u/prod/marvel/i/mg/e/20/5269615681f91/portrait_incredible.jpg
1016837,Nova (USM),null,"The hyperactive loose cannon of the team. Sam Alexander always feels like he has something to prove. 

The hyperactive loose cannon of the group. Sam always feels like he has something to prove.

Samâ€™s powers derive from the Nova Force which is channeled through his helmet. These powers include flight enhanced durability and the ability to absorb and release pulses of energy. However Sam does not know the extent of his powers let alone how they work.  

Enthusiastic and immature Samâ€™s eagerness can be a blessing and a curse. His personality will constantly clash with Spideyâ€™s as they compete for bragging rights. ",http://i.annihil.us/u/prod/marvel/i/mg/7/03/523217e5c9327/portrait_incredible.jpg
1010707,Nuke,3908,null,http://i.annihil.us/u/prod/marvel/i/mg/c/10/4ce5a28ac1c48/portrait_incredible.jpg
1009620,Obadiah Stane,21590,null,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4ce5a1b721545/portrait_incredible.jpg
1009480,Odin,7321,null,http://i.annihil.us/u/prod/marvel/i/mg/3/00/539a06a64b262/portrait_incredible.jpg
1009481,Ogun,20176,null,http://i.annihil.us/u/prod/marvel/i/mg/b/a0/4c003d0c92efb/portrait_incredible.jpg
1010882,Old Lace,15071,null,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b/portrait_incredible.jpg
1010757,Omega Flight,6226,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009482,Omega Red,7470,null,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c003d09267ae/portrait_incredible.jpg
1011329,Omega Sentinel,null,null,http://i.annihil.us/u/prod/marvel/i/mg/8/70/4c002e4dc5f11/portrait_incredible.jpg
1011123,Omega the Unknown,17471,null,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4ce5a4e4cd15d/portrait_incredible.jpg
1009483,Onslaught,7395,null,http://i.annihil.us/u/prod/marvel/i/mg/6/60/535febc427605/portrait_incredible.jpg
1011255,Onslaught (Ultimate),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009484,Oracle,15916,null,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c003d0361454/portrait_incredible.jpg
1011202,Ord,723,null,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c002f1c476f9/portrait_incredible.jpg
1009485,Orphan,17962,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010957,Orphan-Maker,null,null,http://i.annihil.us/u/prod/marvel/i/mg/c/50/4c7c63f383bac/portrait_incredible.jpg
1009479,Otto Octavius,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011228,Outlaw Kid,16973,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010332,Overlord,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011028,Owl,19696,null,http://i.annihil.us/u/prod/marvel/i/mg/9/40/4ce5a45d60e63/portrait_incredible.jpg
1009488,Ozymandias,7457,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011150,Paibok,null,null,http://i.annihil.us/u/prod/marvel/i/mg/3/30/4c002f617817e/portrait_incredible.jpg
1010873,Paladin,35520,null,http://i.annihil.us/u/prod/marvel/i/mg/c/30/535ff3bef14c1/portrait_incredible.jpg
1010708,Pandemic,5778,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011321,Paper Doll,21174,null,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4ce5a65b2e406/portrait_incredible.jpg
1010357,Patch,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009492,Patriot,37421,null,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4c003cfda4644/portrait_incredible.jpg
1011351,Payback,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009493,Penance (Robert Baldwin),16897,null,http://i.annihil.us/u/prod/marvel/i/mg/6/90/52695808ada2e/portrait_incredible.jpg
1009494,Pepper Potts,29749,null,http://i.annihil.us/u/prod/marvel/i/mg/c/f0/4ce188e09af9c/portrait_incredible.jpg
1009495,Pestilence,12232,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011388,Pet Avengers,36729,null,http://i.annihil.us/u/prod/marvel/i/mg/6/50/4ce5a721b6817/portrait_incredible.jpg
1010779,Pete Wisdom,3056,Pete Wisdom is a former agent of the British intelligence agency Black Air which was charged with the observation of and interaction with extranormal activity and he was the agency's liaison with the British superhero group Excalibur whom he eventually aided in exposing Black Air's subversive criminal activities.,http://i.annihil.us/u/prod/marvel/i/mg/f/b0/4c003740c9027/portrait_incredible.jpg
1009491,Peter Parker,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010734,Peter Quill,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011021,Phalanx,null,null,http://i.annihil.us/u/prod/marvel/i/mg/e/03/527411987e35d/portrait_incredible.jpg
1011419,Phantom Reporter,21152,null,http://i.annihil.us/u/prod/marvel/i/mg/9/90/4ce5a77f0492c/portrait_incredible.jpg
1011369,Phil Sheldon,null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4ce5a6f45075d/portrait_incredible.jpg
1011045,Photon,17490,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010741,Phyla-Vell,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010886,Piledriver,17496,null,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/4ce5a3bf4b3c4/portrait_incredible.jpg
1010762,Pip,23488,null,http://i.annihil.us/u/prod/marvel/i/mg/9/30/4ce5a30a8249e/portrait_incredible.jpg
1011179,Pixie,39737,null,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4c002f2d626ee/portrait_incredible.jpg
1009498,Plazm,17961,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009499,Polaris,7455,null,http://i.annihil.us/u/prod/marvel/i/mg/c/c0/5274122562b05/portrait_incredible.jpg
1009501,Post,7408,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1016840,Power Man (USM),null,"A former street kid whoâ€™s not quite used to the Super Hero world Luke is a no-nonsense tough guy who serves as the emotional heart and big brother of the group. He is fiercely loyal and nearly fearless in battle. 

Lukeâ€™s unbreakable skin and super strength make him the bruiser out of all the trainees. Heâ€™s the first guy to jump into a fight. However he can still be hurt by concussive blasts and other forms of energy.

As Dannyâ€™s best friend Luke is the translator for Dannyâ€™s sometimes spacey non-sequitur comments. Luke will always be the first to defend Peter from others both as civilians and Super Heroes.",http://i.annihil.us/u/prod/marvel/i/mg/3/00/52321806b45cf/portrait_incredible.jpg
1010770,Power Pack,29317,null,http://i.annihil.us/u/prod/marvel/i/mg/3/40/528d338b532d2/portrait_incredible.jpg
1011151,Praxagora,null,null,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c002f58eeeb4/portrait_incredible.jpg
1011152,Preak,null,null,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4c002f5458faa/portrait_incredible.jpg
1009502,Pretty Boy,13789,null,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708/portrait_incredible.jpg
1011104,Pride,37291,null,http://i.annihil.us/u/prod/marvel/i/mg/1/b0/4c0030ac10524/portrait_incredible.jpg
1014989,Prima,null,null,http://i.annihil.us/u/prod/marvel/i/mg/8/90/4cd0612ec055b/portrait_incredible.jpg
1011234,Prince of Orphans,39767,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010750,Princess Powerful,null,null,http://i.annihil.us/u/prod/marvel/i/mg/3/60/4c0037783e8b3/portrait_incredible.jpg
1009503,Prism,13781,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011030,Prodigy,24573,null,http://i.annihil.us/u/prod/marvel/i/mg/c/20/535feca6710cd/portrait_incredible.jpg
1011153,Proemial Gods,null,null,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c002f51c9436/portrait_incredible.jpg
1011378,Professor Monster,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009504,Professor X,17701,null,http://i.annihil.us/u/prod/marvel/i/mg/3/e0/528d3378de525/portrait_incredible.jpg
1010958,Professor X (Ultimate),1872,null,http://i.annihil.us/u/prod/marvel/i/mg/3/70/51e82b7720a59/portrait_incredible.jpg
1009505,Proteus,20589,null,http://i.annihil.us/u/prod/marvel/i/mg/a/10/535fedc85b486/portrait_incredible.jpg
1010960,Proteus (House of M),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010959,Proteus (Ultimate),15706,null,http://i.annihil.us/u/prod/marvel/i/mg/8/30/4c0033f0b31ed/portrait_incredible.jpg
1009506,Proudstar,17376,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009507,Prowler,6899,null,http://i.annihil.us/u/prod/marvel/i/mg/8/50/4c003c8acc314/portrait_incredible.jpg
1010961,Prowler (Rick Lawson),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009511,Psycho-Man,892,null,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c003c82b377c/portrait_incredible.jpg
1009512,Psylocke,38752,null,http://i.annihil.us/u/prod/marvel/i/mg/1/50/526961ce86539/portrait_incredible.jpg
1009510,PsyNapse,12285,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009513,Puck,12637,null,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c003c7cc0d8f/portrait_incredible.jpg
1010962,Puck (Zuzha Yu),1647,null,http://i.annihil.us/u/prod/marvel/i/mg/b/60/4c0033edbce41/portrait_incredible.jpg
1010865,Puff Adder,null,null,http://i.annihil.us/u/prod/marvel/i/mg/4/c0/4c0035b602a0a/portrait_incredible.jpg
1011165,pug,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009514,Puma,10124,null,http://i.annihil.us/u/prod/marvel/i/mg/7/c0/4c003c7a0ab21/portrait_incredible.jpg
1009515,Punisher,41112,null,http://i.annihil.us/u/prod/marvel/i/mg/3/90/5261675f6b22f/portrait_incredible.jpg
1009517,Punisher (2099),1570,null,http://i.annihil.us/u/prod/marvel/i/mg/c/a0/53176fef7fa1c/portrait_incredible.jpg
1017306,Punisher (Marvel: Avengers Alliance),null,null,http://i.annihil.us/u/prod/marvel/i/mg/0/03/5239b5b358300/portrait_incredible.jpg
1009519,Puppet Master,7314,null,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c003c738f74c/portrait_incredible.jpg
1011207,Purifiers,39004,null,http://i.annihil.us/u/prod/marvel/i/mg/d/90/5274118670d83/portrait_incredible.jpg
1009520,Purple Man,8134,null,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c003c7030b39/portrait_incredible.jpg
1009522,Pyro,6929,null,http://i.annihil.us/u/prod/marvel/i/mg/e/c0/4ce5a0eeab435/portrait_incredible.jpg
1009523,Quasar (Phyla-Vell),17271,null,http://i.annihil.us/u/prod/marvel/i/mg/6/03/52741171e681e/portrait_incredible.jpg
1010778,Quasar (Wendell Vaughn),4318,null,http://i.annihil.us/u/prod/marvel/i/mg/d/80/52741155a2994/portrait_incredible.jpg
